,State,Month,Age,Vaccine,Republican.Rep.,Democratics.Rep.,Region,Season
1741,Connecticut,Aug,4,1.2,0.32,0.5,Northeast,Far
1742,Delaware,Aug,4,0,0.29,0.55,South,Far
1743,District of Columbia,Aug,4,NA,NA,NA,South,Far
1744,Florida,Aug,4,2.3,0.37,0.44,South,Far
1745,Georgia,Aug,4,1.6,0.41,0.41,South,Far
1746,Hawaii,Aug,4,3.1,0.28,0.51,West,Far
1747,Idaho,Aug,4,0,0.49,0.32,West,Far
1748,Illinois,Aug,4,2.4,0.33,0.48,Midwest,Far
1749,Indiana,Aug,4,2,0.42,0.37,Midwest,Far
1750,Iowa,Aug,4,1.6,0.41,0.4,Midwest,Far
1751,Kansas,Aug,4,1.2,0.46,0.31,Midwest,Far
1752,Kentucky,Aug,4,0,0.44,0.43,South,Far
1753,Louisiana,Aug,4,2.1,0.41,0.43,South,Far
1754,Maine,Aug,4,1.7,0.36,0.47,Northeast,Far
1755,9yland,Aug,4,2.2,0.31,0.55,South,Far
1756,Massachusetts,Aug,4,2.7,0.27,0.56,Northeast,Far
1757,Michigan,Aug,4,2,0.34,0.47,Midwest,Far
1758,Minnesota,Aug,4,1.3,0.39,0.46,Midwest,Far
1759,Mississippi,Aug,4,0,0.44,0.42,South,Far
1760,Missouri,Aug,4,1.6,0.41,0.42,Midwest,Far
1761,Montana,Aug,4,2.1,0.49,0.3,West,Far
1762,Nebraska,Aug,4,1.6,0.47,0.36,Midwest,Far
1763,Nevada,Aug,4,0,0.37,0.46,West,Far
1764,New Hampshire,Aug,4,0,0.35,0.44,Northeast,Far
1765,New Jersey,Aug,4,NA,0.3,0.51,Northeast,Far
1766,New Mexico,Aug,4,1.8,0.37,0.48,West,Far
1767,New York,Aug,4,1.5,0.28,0.53,Northeast,Far
1768,North Carolina,Aug,4,0,0.41,0.43,South,Far
1769,North Dakota,Aug,4,0.9,0.5,0.33,Midwest,Far
1770,Ohio,Aug,4,2.1,0.42,0.4,Midwest,Far
1771,Oklahoma,Aug,4,0,0.45,0.4,South,Far
1772,Oregon,Aug,4,1.2,0.32,0.47,West,Far
1773,Pennsylvania,Aug,4,2.1,0.39,0.46,Northeast,Far
1774,Rhode Island,Aug,4,0,0.3,0.48,Northeast,Far
1775,South Carolina,Aug,4,2.2,0.43,0.39,South,Far
1776,South Dakota,Aug,4,0,0.53,0.37,Midwest,Far
1777,Tennessee,Aug,4,1.8,0.48,0.36,South,Far
1778,Texas,Aug,4,2.2,0.39,0.4,South,Far
1779,Utah,Aug,4,1.2,0.54,0.3,West,Far
1780,Vermont,Aug,4,1.1,0.29,0.57,Northeast,Far
1781,Virginia,Aug,4,2,0.43,0.39,South,Far
1782,Washington,Aug,4,1.9,0.33,0.44,West,Far
1783,West Virginia,Aug,4,1.4,0.43,0.41,South,Far
1784,Wisconsin,Aug,4,0,0.42,0.42,Midwest,Far
1785,Wyoming,Aug,4,1,0.57,0.25,West,Far
1786,Alabama,Sep,4,14,0.52,0.35,South,Near
1787,Alaska,Sep,4,11.7,0.39,0.32,West,Near
1788,Arizona,Sep,4,15.4,0.4,0.39,West,Near
1789,Arkansas,Sep,4,10,0.46,0.38,South,Near
1790,California,Sep,4,15,0.3,0.49,West,Near
1791,Colorado,Sep,4,16,0.41,0.42,West,Near
1792,Connecticut,Sep,4,12.3,0.32,0.5,Northeast,Near
1793,Delaware,Sep,4,16.6,0.29,0.55,South,Near
1794,District of Columbia,Sep,4,NA,NA,NA,South,Near
1795,Florida,Sep,4,13.7,0.37,0.44,South,Near
1796,Georgia,Sep,4,14.8,0.41,0.41,South,Near
1797,Hawaii,Sep,4,17.7,0.28,0.51,West,Near
1798,Idaho,Sep,4,11.7,0.49,0.32,West,Near
1799,Illinois,Sep,4,13.3,0.33,0.48,Midwest,Near
1800,Indiana,Sep,4,12.7,0.42,0.37,Midwest,Near
1801,Iowa,Sep,4,14.4,0.41,0.4,Midwest,Near
1802,Kansas,Sep,4,11.9,0.46,0.31,Midwest,Near
1803,Kentucky,Sep,4,13.9,0.44,0.43,South,Near
1804,Louisiana,Sep,4,13.6,0.41,0.43,South,Near
1805,Maine,Sep,4,12.5,0.36,0.47,Northeast,Near
1806,9yland,Sep,4,15.1,0.31,0.55,South,Near
1807,Massachusetts,Sep,4,15.2,0.27,0.56,Northeast,Near
1808,Michigan,Sep,4,13.5,0.34,0.47,Midwest,Near
1809,Minnesota,Sep,4,12.6,0.39,0.46,Midwest,Near
1810,Mississippi,Sep,4,10.4,0.44,0.42,South,Near
1811,Missouri,Sep,4,13.4,0.41,0.42,Midwest,Near
1812,Montana,Sep,4,11.6,0.49,0.3,West,Near
1813,Nebraska,Sep,4,12.4,0.47,0.36,Midwest,Near
1814,Nevada,Sep,4,14.2,0.37,0.46,West,Near
1815,New Hampshire,Sep,4,11.7,0.35,0.44,Northeast,Near
1816,New Jersey,Sep,4,NA,0.3,0.51,Northeast,Near
1817,New Mexico,Sep,4,14.6,0.37,0.48,West,Near
1818,New York,Sep,4,11.8,0.28,0.53,Northeast,Near
1819,North Carolina,Sep,4,14.6,0.41,0.43,South,Near
1820,North Dakota,Sep,4,9.2,0.5,0.33,Midwest,Near
1821,Ohio,Sep,4,15.3,0.42,0.4,Midwest,Near
1822,Oklahoma,Sep,4,11.7,0.45,0.4,South,Near
1823,Oregon,Sep,4,12.2,0.32,0.47,West,Near
1824,Pennsylvania,Sep,4,16.1,0.39,0.46,Northeast,Near
1825,Rhode Island,Sep,4,11,0.3,0.48,Northeast,Near
1826,South Carolina,Sep,4,14.1,0.43,0.39,South,Near
1827,South Dakota,Sep,4,8.7,0.53,0.37,Midwest,Near
1828,Tennessee,Sep,4,11.8,0.48,0.36,South,Near
1829,Texas,Sep,4,13.7,0.39,0.4,South,Near
1830,Utah,Sep,4,13.6,0.54,0.3,West,Near
1831,Vermont,Sep,4,9.4,0.29,0.57,Northeast,Near
1832,Virginia,Sep,4,14.7,0.43,0.39,South,Near
1833,Washington,Sep,4,15.7,0.33,0.44,West,Near
1834,West Virginia,Sep,4,10.8,0.43,0.41,South,Near
1835,Wisconsin,Sep,4,9.3,0.42,0.42,Midwest,Near
1836,Wyoming,Sep,4,9.7,0.57,0.25,West,Near
1837,Alabama,Oct,4,45.4,0.52,0.35,South,Near
1838,Alaska,Oct,4,36.1,0.39,0.32,West,Near
1839,Arizona,Oct,4,42.2,0.4,0.39,West,Near
1840,Arkansas,Oct,4,39.2,0.46,0.38,South,Near
1841,California,Oct,4,40.3,0.3,0.49,West,Near
1842,Colorado,Oct,4,48.6,0.41,0.42,West,Near
1843,Connecticut,Oct,4,47,0.32,0.5,Northeast,Near
1844,Delaware,Oct,4,45.9,0.29,0.55,South,Near
1845,District of Columbia,Oct,4,NA,NA,NA,South,Near
1846,Florida,Oct,4,35.4,0.37,0.44,South,Near
1847,Georgia,Oct,4,34.7,0.41,0.41,South,Near
1848,Hawaii,Oct,4,35.4,0.28,0.51,West,Near
1849,Idaho,Oct,4,46.2,0.49,0.32,West,Near
1850,Illinois,Oct,4,41.7,0.33,0.48,Midwest,Near
1851,Indiana,Oct,4,41.7,0.42,0.37,Midwest,Near
1852,Iowa,Oct,4,48.2,0.41,0.4,Midwest,Near
1853,Kansas,Oct,4,46.4,0.46,0.31,Midwest,Near
1854,Kentucky,Oct,4,41.3,0.44,0.43,South,Near
1855,Louisiana,Oct,4,36.3,0.41,0.43,South,Near
1856,Maine,Oct,4,43.4,0.36,0.47,Northeast,Near
1857,9yland,Oct,4,45.9,0.31,0.55,South,Near
1858,Massachusetts,Oct,4,45.4,0.27,0.56,Northeast,Near
1859,Michigan,Oct,4,42.9,0.34,0.47,Midwest,Near
1860,Minnesota,Oct,4,44.1,0.39,0.46,Midwest,Near
1861,Mississippi,Oct,4,38.8,0.44,0.42,South,Near
1862,Missouri,Oct,4,47.9,0.41,0.42,Midwest,Near
1863,Montana,Oct,4,42.2,0.49,0.3,West,Near
1864,Nebraska,Oct,4,46.1,0.47,0.36,Midwest,Near
1865,Nevada,Oct,4,39,0.37,0.46,West,Near
1866,New Hampshire,Oct,4,42.3,0.35,0.44,Northeast,Near
1867,New Jersey,Oct,4,NA,0.3,0.51,Northeast,Near
1868,New Mexico,Oct,4,39.7,0.37,0.48,West,Near
1869,New York,Oct,4,37.7,0.28,0.53,Northeast,Near
1870,North Carolina,Oct,4,47.7,0.41,0.43,South,Near
1871,North Dakota,Oct,4,46.8,0.5,0.33,Midwest,Near
1872,Ohio,Oct,4,44,0.42,0.4,Midwest,Near
1873,Oklahoma,Oct,4,48.8,0.45,0.4,South,Near
1874,Oregon,Oct,4,42.4,0.32,0.47,West,Near
1875,Pennsylvania,Oct,4,48.8,0.39,0.46,Northeast,Near
1876,Rhode Island,Oct,4,41.5,0.3,0.48,Northeast,Near
1877,South Carolina,Oct,4,43.9,0.43,0.39,South,Near
1878,South Dakota,Oct,4,42,0.53,0.37,Midwest,Near
1879,Tennessee,Oct,4,39.1,0.48,0.36,South,Near
1880,Texas,Oct,4,40.4,0.39,0.4,South,Near
1881,Utah,Oct,4,42.2,0.54,0.3,West,Near
1882,Vermont,Oct,4,41.5,0.29,0.57,Northeast,Near
1883,Virginia,Oct,4,46.4,0.43,0.39,South,Near
1884,Washington,Oct,4,45.4,0.33,0.44,West,Near
1885,West Virginia,Oct,4,44.5,0.43,0.41,South,Near
1886,Wisconsin,Oct,4,39.8,0.42,0.42,Midwest,Near
1887,Wyoming,Oct,4,40.6,0.57,0.25,West,Near
1888,Alabama,Nov,4,58.7,0.52,0.35,South,Near
1889,Alaska,Nov,4,48.8,0.39,0.32,West,Near
1890,Arizona,Nov,4,52.5,0.4,0.39,West,Near
1891,Arkansas,Nov,4,52.7,0.46,0.38,South,Near
1892,California,Nov,4,51,0.3,0.49,West,Near
1893,Colorado,Nov,4,58.4,0.41,0.42,West,Near
1894,Connecticut,Nov,4,62.3,0.32,0.5,Northeast,Near
1895,Delaware,Nov,4,57.2,0.29,0.55,South,Near
1896,District of Columbia,Nov,4,NA,NA,NA,South,Near
1897,Florida,Nov,4,46.2,0.37,0.44,South,Near
1898,Georgia,Nov,4,43.6,0.41,0.41,South,Near
1899,Hawaii,Nov,4,46.4,0.28,0.51,West,Near
1900,Idaho,Nov,4,57.1,0.49,0.32,West,Near
1901,Illinois,Nov,4,53.7,0.33,0.48,Midwest,Near
1902,Indiana,Nov,4,55.3,0.42,0.37,Midwest,Near
1903,Iowa,Nov,4,63.4,0.41,0.4,Midwest,Near
1904,Kansas,Nov,4,59.5,0.46,0.31,Midwest,Near
1905,Kentucky,Nov,4,54.4,0.44,0.43,South,Near
1906,Louisiana,Nov,4,48.7,0.41,0.43,South,Near
1907,Maine,Nov,4,56.8,0.36,0.47,Northeast,Near
1908,9yland,Nov,4,59.8,0.31,0.55,South,Near
1909,Massachusetts,Nov,4,59.7,0.27,0.56,Northeast,Near
1910,Michigan,Nov,4,54.6,0.34,0.47,Midwest,Near
1911,Minnesota,Nov,4,57.6,0.39,0.46,Midwest,Near
1912,Mississippi,Nov,4,53.8,0.44,0.42,South,Near
1913,Missouri,Nov,4,62.3,0.41,0.42,Midwest,Near
1914,Montana,Nov,4,54.9,0.49,0.3,West,Near
1915,Nebraska,Nov,4,60.3,0.47,0.36,Midwest,Near
1916,Nevada,Nov,4,51.6,0.37,0.46,West,Near
1917,New Hampshire,Nov,4,59,0.35,0.44,Northeast,Near
1918,New Jersey,Nov,4,NA,0.3,0.51,Northeast,Near
1919,New Mexico,Nov,4,51.8,0.37,0.48,West,Near
1920,New York,Nov,4,49.5,0.28,0.53,Northeast,Near
1921,North Carolina,Nov,4,60.9,0.41,0.43,South,Near
1922,North Dakota,Nov,4,59.2,0.5,0.33,Midwest,Near
1923,Ohio,Nov,4,56.5,0.42,0.4,Midwest,Near
1924,Oklahoma,Nov,4,63.9,0.45,0.4,South,Near
1925,Oregon,Nov,4,55.1,0.32,0.47,West,Near
1926,Pennsylvania,Nov,4,62.4,0.39,0.46,Northeast,Near
1927,Rhode Island,Nov,4,57.6,0.3,0.48,Northeast,Near
1928,South Carolina,Nov,4,55.7,0.43,0.39,South,Near
1929,South Dakota,Nov,4,55.9,0.53,0.37,Midwest,Near
1930,Tennessee,Nov,4,54.3,0.48,0.36,South,Near
1931,Texas,Nov,4,52.2,0.39,0.4,South,Near
1932,Utah,Nov,4,52.9,0.54,0.3,West,Near
1933,Vermont,Nov,4,59.5,0.29,0.57,Northeast,Near
1934,Virginia,Nov,4,58.9,0.43,0.39,South,Near
1935,Washington,Nov,4,58.5,0.33,0.44,West,Near
1936,West Virginia,Nov,4,56.2,0.43,0.41,South,Near
1937,Wisconsin,Nov,4,56.1,0.42,0.42,Midwest,Near
1938,Wyoming,Nov,4,52.3,0.57,0.25,West,Near
1939,Alabama,Dec,4,62.4,0.52,0.35,South,Flu
1940,Alaska,Dec,4,51.6,0.39,0.32,West,Flu
1941,Arizona,Dec,4,55.9,0.4,0.39,West,Flu
1942,Arkansas,Dec,4,56,0.46,0.38,South,Flu
1943,California,Dec,4,57,0.3,0.49,West,Flu
1944,Colorado,Dec,4,62,0.41,0.42,West,Flu
1945,Connecticut,Dec,4,67.8,0.32,0.5,Northeast,Flu
1946,Delaware,Dec,4,64.8,0.29,0.55,South,Flu
1947,District of Columbia,Dec,4,NA,NA,NA,South,Flu
1948,Florida,Dec,4,50,0.37,0.44,South,Flu
1949,Georgia,Dec,4,45.4,0.41,0.41,South,Flu
1950,Hawaii,Dec,4,51.1,0.28,0.51,West,Flu
1951,Idaho,Dec,4,59.9,0.49,0.32,West,Flu
1952,Illinois,Dec,4,59.6,0.33,0.48,Midwest,Flu
1953,Indiana,Dec,4,60.1,0.42,0.37,Midwest,Flu
1954,Iowa,Dec,4,67.6,0.41,0.4,Midwest,Flu
1955,Kansas,Dec,4,63.5,0.46,0.31,Midwest,Flu
1956,Kentucky,Dec,4,58.8,0.44,0.43,South,Flu
1957,Louisiana,Dec,4,52.4,0.41,0.43,South,Flu
1958,Maine,Dec,4,60.5,0.36,0.47,Northeast,Flu
1959,9yland,Dec,4,63.6,0.31,0.55,South,Flu
1960,Massachusetts,Dec,4,63.4,0.27,0.56,Northeast,Flu
1961,Michigan,Dec,4,58.1,0.34,0.47,Midwest,Flu
1962,Minnesota,Dec,4,60.6,0.39,0.46,Midwest,Flu
1963,Mississippi,Dec,4,58.4,0.44,0.42,South,Flu
1964,Missouri,Dec,4,66,0.41,0.42,Midwest,Flu
1965,Montana,Dec,4,57.4,0.49,0.3,West,Flu
1966,Nebraska,Dec,4,63.4,0.47,0.36,Midwest,Flu
1967,Nevada,Dec,4,61.6,0.37,0.46,West,Flu
1968,New Hampshire,Dec,4,63.1,0.35,0.44,Northeast,Flu
1969,New Jersey,Dec,4,NA,0.3,0.51,Northeast,Flu
1970,New Mexico,Dec,4,56.6,0.37,0.48,West,Flu
1971,New York,Dec,4,54.7,0.28,0.53,Northeast,Flu
1972,North Carolina,Dec,4,65,0.41,0.43,South,Flu
1973,North Dakota,Dec,4,62.1,0.5,0.33,Midwest,Flu
1974,Ohio,Dec,4,61.8,0.42,0.4,Midwest,Flu
1975,Oklahoma,Dec,4,66.6,0.45,0.4,South,Flu
1976,Oregon,Dec,4,59.6,0.32,0.47,West,Flu
1977,Pennsylvania,Dec,4,66.3,0.39,0.46,Northeast,Flu
1978,Rhode Island,Dec,4,64.5,0.3,0.48,Northeast,Flu
1979,South Carolina,Dec,4,58.6,0.43,0.39,South,Flu
1980,South Dakota,Dec,4,60.6,0.53,0.37,Midwest,Flu
1981,Tennessee,Dec,4,60.4,0.48,0.36,South,Flu
1982,Texas,Dec,4,57.1,0.39,0.4,South,Flu
1983,Utah,Dec,4,56.6,0.54,0.3,West,Flu
1984,Vermont,Dec,4,63.2,0.29,0.57,Northeast,Flu
1985,Virginia,Dec,4,63.6,0.43,0.39,South,Flu
1986,Washington,Dec,4,62.8,0.33,0.44,West,Flu
1987,West Virginia,Dec,4,61.1,0.43,0.41,South,Flu
1988,Wisconsin,Dec,4,60.5,0.42,0.42,Midwest,Flu
1989,Wyoming,Dec,4,56.4,0.57,0.25,West,Flu
1990,Alabama,Jan,4,66.5,0.52,0.35,South,Flu
1991,Alaska,Jan,4,55.2,0.39,0.32,West,Flu
1992,Arizona,Jan,4,60.4,0.4,0.39,West,Flu
1993,Arkansas,Jan,4,59.9,0.46,0.38,South,Flu
1994,California,Jan,4,61.7,0.3,0.49,West,Flu
1995,Colorado,Jan,4,64.8,0.41,0.42,West,Flu
1996,Connecticut,Jan,4,70.7,0.32,0.5,Northeast,Flu
1997,Delaware,Jan,4,66.6,0.29,0.55,South,Flu
1998,District of Columbia,Jan,4,NA,NA,NA,South,Flu
1999,Florida,Jan,4,54.5,0.37,0.44,South,Flu
2000,Georgia,Jan,4,50.2,0.41,0.41,South,Flu
2001,Hawaii,Jan,4,56.4,0.28,0.51,West,Flu
2002,Idaho,Jan,4,61.8,0.49,0.32,West,Flu
2003,Illinois,Jan,4,62.9,0.33,0.48,Midwest,Flu
2004,Indiana,Jan,4,63.9,0.42,0.37,Midwest,Flu
2005,Iowa,Jan,4,69.3,0.41,0.4,Midwest,Flu
2006,Kansas,Jan,4,65.8,0.46,0.31,Midwest,Flu
2007,Kentucky,Jan,4,63,0.44,0.43,South,Flu
2008,Louisiana,Jan,4,55.8,0.41,0.43,South,Flu
2009,Maine,Jan,4,63.4,0.36,0.47,Northeast,Flu
2010,9yland,Jan,4,67.5,0.31,0.55,South,Flu
2011,Massachusetts,Jan,4,65.7,0.27,0.56,Northeast,Flu
2012,Michigan,Jan,4,60.5,0.34,0.47,Midwest,Flu
2013,Minnesota,Jan,4,62.9,0.39,0.46,Midwest,Flu
2014,Mississippi,Jan,4,64.1,0.44,0.42,South,Flu
2015,Missouri,Jan,4,68.4,0.41,0.42,Midwest,Flu
2016,Montana,Jan,4,61.4,0.49,0.3,West,Flu
2017,Nebraska,Jan,4,65.9,0.47,0.36,Midwest,Flu
2018,Nevada,Jan,4,63.7,0.37,0.46,West,Flu
2019,New Hampshire,Jan,4,67,0.35,0.44,Northeast,Flu
2020,New Jersey,Jan,4,NA,0.3,0.51,Northeast,Flu
2021,New Mexico,Jan,4,60.3,0.37,0.48,West,Flu
2022,New York,Jan,4,58.8,0.28,0.53,Northeast,Flu
2023,North Carolina,Jan,4,69.1,0.41,0.43,South,Flu
2024,North Dakota,Jan,4,64.8,0.5,0.33,Midwest,Flu
2025,Ohio,Jan,4,64.6,0.42,0.4,Midwest,Flu
2026,Oklahoma,Jan,4,69.8,0.45,0.4,South,Flu
2027,Oregon,Jan,4,63,0.32,0.47,West,Flu
2028,Pennsylvania,Jan,4,68.5,0.39,0.46,Northeast,Flu
2029,Rhode Island,Jan,4,69,0.3,0.48,Northeast,Flu
2030,South Carolina,Jan,4,63,0.43,0.39,South,Flu
2031,South Dakota,Jan,4,64.5,0.53,0.37,Midwest,Flu
2032,Tennessee,Jan,4,65,0.48,0.36,South,Flu
2033,Texas,Jan,4,61.8,0.39,0.4,South,Flu
2034,Utah,Jan,4,59.2,0.54,0.3,West,Flu
2035,Vermont,Jan,4,64.9,0.29,0.57,Northeast,Flu
2036,Virginia,Jan,4,67.4,0.43,0.39,South,Flu
2037,Washington,Jan,4,66.3,0.33,0.44,West,Flu
2038,West Virginia,Jan,4,64.3,0.43,0.41,South,Flu
2039,Wisconsin,Jan,4,63.5,0.42,0.42,Midwest,Flu
2040,Wyoming,Jan,4,58.8,0.57,0.25,West,Flu
2041,Alabama,Feb,4,68.8,0.52,0.35,South,Flu
2042,Alaska,Feb,4,56.7,0.39,0.32,West,Flu
2043,Arizona,Feb,4,61.9,0.4,0.39,West,Flu
2044,Arkansas,Feb,4,61.3,0.46,0.38,South,Flu
2045,California,Feb,4,64.3,0.3,0.49,West,Flu
2046,Colorado,Feb,4,67.5,0.41,0.42,West,Flu
2047,Connecticut,Feb,4,72.7,0.32,0.5,Northeast,Flu
2048,Delaware,Feb,4,67.6,0.29,0.55,South,Flu
2049,District of Columbia,Feb,4,NA,NA,NA,South,Flu
2050,Florida,Feb,4,57.7,0.37,0.44,South,Flu
2051,Georgia,Feb,4,52.9,0.41,0.41,South,Flu
2052,Hawaii,Feb,4,60.4,0.28,0.51,West,Flu
2053,Idaho,Feb,4,64.5,0.49,0.32,West,Flu
2054,Illinois,Feb,4,64.1,0.33,0.48,Midwest,Flu
2055,Indiana,Feb,4,64.5,0.42,0.37,Midwest,Flu
2056,Iowa,Feb,4,70.4,0.41,0.4,Midwest,Flu
2057,Kansas,Feb,4,67.1,0.46,0.31,Midwest,Flu
2058,Kentucky,Feb,4,65.1,0.44,0.43,South,Flu
2059,Louisiana,Feb,4,59.8,0.41,0.43,South,Flu
2060,Maine,Feb,4,65.2,0.36,0.47,Northeast,Flu
2061,9yland,Feb,4,69.4,0.31,0.55,South,Flu
2062,Massachusetts,Feb,4,68.1,0.27,0.56,Northeast,Flu
2063,Michigan,Feb,4,63,0.34,0.47,Midwest,Flu
2064,Minnesota,Feb,4,65.1,0.39,0.46,Midwest,Flu
2065,Mississippi,Feb,4,68.2,0.44,0.42,South,Flu
2066,Missouri,Feb,4,70.3,0.41,0.42,Midwest,Flu
2067,Montana,Feb,4,63,0.49,0.3,West,Flu
2068,Nebraska,Feb,4,67.5,0.47,0.36,Midwest,Flu
2069,Nevada,Feb,4,63.9,0.37,0.46,West,Flu
2070,New Hampshire,Feb,4,68,0.35,0.44,Northeast,Flu
2071,New Jersey,Feb,4,NA,0.3,0.51,Northeast,Flu
2072,New Mexico,Feb,4,64.5,0.37,0.48,West,Flu
2073,New York,Feb,4,62.7,0.28,0.53,Northeast,Flu
2074,North Carolina,Feb,4,71,0.41,0.43,South,Flu
2075,North Dakota,Feb,4,65.7,0.5,0.33,Midwest,Flu
2076,Ohio,Feb,4,66.7,0.42,0.4,Midwest,Flu
2077,Oklahoma,Feb,4,72.3,0.45,0.4,South,Flu
2078,Oregon,Feb,4,65.4,0.32,0.47,West,Flu
2079,Pennsylvania,Feb,4,70.6,0.39,0.46,Northeast,Flu
2080,Rhode Island,Feb,4,71.7,0.3,0.48,Northeast,Flu
2081,South Carolina,Feb,4,66.2,0.43,0.39,South,Flu
2082,South Dakota,Feb,4,65.3,0.53,0.37,Midwest,Flu
2083,Tennessee,Feb,4,66.2,0.48,0.36,South,Flu
2084,Texas,Feb,4,64.7,0.39,0.4,South,Flu
2085,Utah,Feb,4,61.3,0.54,0.3,West,Flu
2086,Vermont,Feb,4,67.3,0.29,0.57,Northeast,Flu
2087,Virginia,Feb,4,70.5,0.43,0.39,South,Flu
2088,Washington,Feb,4,68.3,0.33,0.44,West,Flu
2089,West Virginia,Feb,4,66.7,0.43,0.41,South,Flu
2090,Wisconsin,Feb,4,65.3,0.42,0.42,Midwest,Flu
2091,Wyoming,Feb,4,60.2,0.57,0.25,West,Flu
2092,Alabama,Mar,4,70.1,0.52,0.35,South,Far
2093,Alaska,Mar,4,58.7,0.39,0.32,West,Far
2094,Arizona,Mar,4,64,0.4,0.39,West,Far
2095,Arkansas,Mar,4,62.5,0.46,0.38,South,Far
2096,California,Mar,4,66.3,0.3,0.49,West,Far
2097,Colorado,Mar,4,69.1,0.41,0.42,West,Far
2098,Connecticut,Mar,4,73.8,0.32,0.5,Northeast,Far
2099,Delaware,Mar,4,68.4,0.29,0.55,South,Far
2100,District of Columbia,Mar,4,NA,NA,NA,South,Far
2101,Florida,Mar,4,59.8,0.37,0.44,South,Far
2102,Georgia,Mar,4,57,0.41,0.41,South,Far
2103,Hawaii,Mar,4,62.2,0.28,0.51,West,Far
2104,Idaho,Mar,4,65.9,0.49,0.32,West,Far
2105,Illinois,Mar,4,66.9,0.33,0.48,Midwest,Far
2106,Indiana,Mar,4,66.1,0.42,0.37,Midwest,Far
2107,Iowa,Mar,4,71.8,0.41,0.4,Midwest,Far
2108,Kansas,Mar,4,67.4,0.46,0.31,Midwest,Far
2109,Kentucky,Mar,4,65.6,0.44,0.43,South,Far
2110,Louisiana,Mar,4,61.8,0.41,0.43,South,Far
2111,Maine,Mar,4,66.3,0.36,0.47,Northeast,Far
2112,9yland,Mar,4,71.2,0.31,0.55,South,Far
2113,Massachusetts,Mar,4,70.4,0.27,0.56,Northeast,Far
2114,Michigan,Mar,4,63.5,0.34,0.47,Midwest,Far
2115,Minnesota,Mar,4,66.2,0.39,0.46,Midwest,Far
2116,Mississippi,Mar,4,68.3,0.44,0.42,South,Far
2117,Missouri,Mar,4,71.2,0.41,0.42,Midwest,Far
2118,Montana,Mar,4,63.8,0.49,0.3,West,Far
2119,Nebraska,Mar,4,69.2,0.47,0.36,Midwest,Far
2120,Nevada,Mar,4,64.6,0.37,0.46,West,Far
2121,New Hampshire,Mar,4,68.7,0.35,0.44,Northeast,Far
2122,New Jersey,Mar,4,NA,0.3,0.51,Northeast,Far
2123,New Mexico,Mar,4,66.8,0.37,0.48,West,Far
2124,New York,Mar,4,63.8,0.28,0.53,Northeast,Far
2125,North Carolina,Mar,4,72.6,0.41,0.43,South,Far
2126,North Dakota,Mar,4,67,0.5,0.33,Midwest,Far
2127,Ohio,Mar,4,68.5,0.42,0.4,Midwest,Far
2128,Oklahoma,Mar,4,73.6,0.45,0.4,South,Far
2129,Oregon,Mar,4,66.6,0.32,0.47,West,Far
2130,Pennsylvania,Mar,4,72.2,0.39,0.46,Northeast,Far
2131,Rhode Island,Mar,4,72.6,0.3,0.48,Northeast,Far
2132,South Carolina,Mar,4,67.9,0.43,0.39,South,Far
2133,South Dakota,Mar,4,65.9,0.53,0.37,Midwest,Far
2134,Tennessee,Mar,4,66.7,0.48,0.36,South,Far
2135,Texas,Mar,4,66.2,0.39,0.4,South,Far
2136,Utah,Mar,4,63.3,0.54,0.3,West,Far
2137,Vermont,Mar,4,68,0.29,0.57,Northeast,Far
2138,Virginia,Mar,4,71,0.43,0.39,South,Far
2139,Washington,Mar,4,70,0.33,0.44,West,Far
2140,West Virginia,Mar,4,67.8,0.43,0.41,South,Far
2141,Wisconsin,Mar,4,65.8,0.42,0.42,Midwest,Far
2142,Wyoming,Mar,4,62.4,0.57,0.25,West,Far
2143,Alabama,Apr,4,70.9,0.52,0.35,South,Far
2144,Alaska,Apr,4,61.2,0.39,0.32,West,Far
2145,Arizona,Apr,4,64.3,0.4,0.39,West,Far
2146,Arkansas,Apr,4,62.8,0.46,0.38,South,Far
2147,California,Apr,4,68.2,0.3,0.49,West,Far
2148,Colorado,Apr,4,70.3,0.41,0.42,West,Far
2149,Connecticut,Apr,4,75.4,0.32,0.5,Northeast,Far
2150,Delaware,Apr,4,69,0.29,0.55,South,Far
2151,District of Columbia,Apr,4,NA,NA,NA,South,Far
2152,Florida,Apr,4,60.7,0.37,0.44,South,Far
2153,Georgia,Apr,4,58.4,0.41,0.41,South,Far
2154,Hawaii,Apr,4,64.5,0.28,0.51,West,Far
2155,Idaho,Apr,4,66.4,0.49,0.32,West,Far
2156,Illinois,Apr,4,67.4,0.33,0.48,Midwest,Far
2157,Indiana,Apr,4,67.4,0.42,0.37,Midwest,Far
2158,Iowa,Apr,4,72.2,0.41,0.4,Midwest,Far
2159,Kansas,Apr,4,68,0.46,0.31,Midwest,Far
2160,Kentucky,Apr,4,66,0.44,0.43,South,Far
2161,Louisiana,Apr,4,64.1,0.41,0.43,South,Far
2162,Maine,Apr,4,66.7,0.36,0.47,Northeast,Far
2163,9yland,Apr,4,72.3,0.31,0.55,South,Far
2164,Massachusetts,Apr,4,71.2,0.27,0.56,Northeast,Far
2165,Michigan,Apr,4,64.4,0.34,0.47,Midwest,Far
2166,Minnesota,Apr,4,66.9,0.39,0.46,Midwest,Far
2167,Mississippi,Apr,4,68.3,0.44,0.42,South,Far
